product_id,height,width,length,weight,can_mix
340678,15.2,13,13,800,Food
340679,20,16,16,1.5,Food
340680,21,5,6.5,250,Toilet
340681,38,12,23,36,Toilet
340682,17.6,5.8,5.8,300,Toilet
340683,23,11,38,36,Toilet
340684,17.5,5.9,5.9,300,Toilet
340685,24,12,40,36,Toilet
340686,24,12,40,36,Toilet
340687,17.3,4,7.5,236,Toilet
340688,17,26,11.1,11,Toilet
340689,18,8.4,4.9,250,Toilet
340690,5.1,8,18,16,Toilet
340691,18.5,5.4,5.4,200,Toilet
340692,11,12.3,5.9,44,Toilet
340693,18.5,5.4,5.4,200,Toilet
340694,12.7,11.2,6.1,40,Toilet
340695,9.7,10,10,600,Toilet
340696,26,6,7,650,Toilet
340697,9.6,9.8,9.8,600,Toilet
340698,18,7.7,4.6,200,Toilet
340699,22,6,9.3,700,Toilet
340700,18,7.7,4.6,200,Toilet
340701,7.3,10.2,10.2,400,Toilet
340702,22,6,9.3,700,Toilet
340703,16.3,5,4.8,180,Toilet
340704,27,5,9.5,750,Toilet
340705,9,10,10,500,Toilet
340706,14.3,10.5,4.5,10,Toilet
340707,14.2,4.7,12.3,10,Toilet
340708,6.5,9.5,3,125,Toilet
340709,11,4,23,50,Toilet
340710,20.1,8.5,4.5,450,Toilet
340711,9.5,10.5,14.4,8,Toilet
340712,21.7,4.4,8.4,500,Toilet
340713,11.2,10,17.8,10,Toilet
340714,19,5.4,6.8,450,Toilet
340715,20.7,9.5,23,20,Toilet
340716,19,5.4,6.8,450,Toilet
340717,10.8,16.5,6.7,10,Toilet
340718,10.5,5,5,175,Food
340719,10,11,12.5,10,Toilet
340720,10.5,5.8,5.8,175,Food
340721,18.5,7.5,16.5,32,Toilet
340722,14.5,5.7,5.7,237,Food
340723,17.2,8.9,4.7,250,Toilet
340724,18.5,8.6,7,330,Toilet
340725,3,19,10,2,Toilet
340726,7.8,7.3,13.5,25,NULL
340727,15.2,13,13,800,Toilet
340728,17.5,4.5,4.5,150,Toilet
340729,11,36,22,40,Toilet
340730,12.3,2.5,7,50,Toilet
340731,23.5,11,43,40,Toilet
340732,15.7,5,5,150,Toilet
340733,22,10,33,40,Toilet
340734,15.5,5,5,150,Toilet
340735,39,11,24,40,Toilet
340736,15,5,5,150,Toilet
340737,40.5,11,24,40,Toilet
340738,5.5,4.9,4.9,150,Toilet
340739,10.5,45,25,40,Toilet
340740,18,5,5,150,Toilet
340741,40.5,14.2,21.6,40,Toilet
340742,18,4.5,4.5,150,Toilet
340743,46,14.5,22,40,Toilet
340744,18,5,5,150,Toilet
340745,9.2,4.5,4.5,170,Food
340746,9.8,6.4,6.4,170,Food
340747,9.2,4.5,4.5,170,Food
340748,5.6,5.3,5.3,71,Food
340749,4.9,5.8,5.8,71,Food
340750,5,5.8,5.8,71,Food
340751,5.6,5.3,5.3,71,Food
340752,6.5,5.8,5.8,113,Food
340753,6.5,5.8,5.8,113,Food
340754,6.5,5.8,5.8,113,Food
340755,6.5,5.8,5.8,113,Food
340756,9.5,5.8,5.8,170,Food
340757,9.5,5.8,5.8,170,Food
340758,16.2,3.6,8.2,110,Food
340759,16,7.7,3.5,113,Food
340760,24.5,5,9,650,Toilet
340761,13.8,13.5,4.5,300,Food
340762,4,14,14,300,Food
340763,1.5,17.3,7.2,250,Toilet
340764,5,5,5,5,Food
340765,5,5,5,5,Food
340766,5,5,5,5,Food
340767,5,5,5,5,Food
340768,5,5,5,5,Food
340769,5,5,5,5,Food
340770,5,5,5,5,Food
340771,5,5,5,5,Food
340772,5,5,5,5,Food
340773,27,17,10,450,Food
340774,27,17,10,450,Food
340775,27,17,10,450,Food
340776,27,17,10,450,Food
340777,27,17,10,450,Food
340778,27,17,10,450,Food
340779,27,17,10,450,Food
340780,27,17,10,450,Food
340781,27,17,10,450,Food
340782,27,17,10,450,Food
340783,27,17,10,450,Food
340784,27,17,10,450,Food
340785,27,17,10,450,Food
340786,27,17,10,450,Food
340787,27,17,10,450,Food
340788,27,17,10,450,Food
340789,27,17,10,450,Food
340790,27,17,10,900,Food
340791,27,17,10,450,Food
340792,27,17,10,450,Food
340793,27,17,10,450,Food
340794,27,17,10,450,Food
340795,27,17,10,450,Food
340796,27,17,10,450,Food
340797,27,17,10,450,Food
340798,27,17,10,900,Food
340799,27,17,10,450,Food
340800,27,17,10,450,Food
340801,27,17,10,450,Food
340802,27,17,10,450,Food
340803,27,17,10,900,Food
340804,27,17,10,900,Food
340805,27,17,10,450,Food
340806,27,17,10,450,Food
340807,27,17,10,450,Food
340808,27,17,10,450,Food
340809,27,17,10,450,Food
340810,27,17,10,900,Food
340811,27,17,10,900,Food
340812,27,17,10,450,Food
340813,27,17,10,900,Food
340814,27,17,10,900,Food
340815,27,17,10,900,Food
340816,27,17,10,900,Food
340817,27,17,10,900,Food
340818,27,17,10,900,Food
340819,27,17,10,900,Food
340820,27,17,10,900,Food
340821,27,17,10,900,Food
340822,27,17,10,900,Food
340823,27,17,10,900,Food
340824,27,17,10,900,Food
340825,27,17,10,900,Food
340826,27,17,10,900,Food
340827,27,17,10,900,Food
340828,27,17,10,900,Food
340829,27,17,10,900,Food
340830,27,17,10,900,Food
340831,27,17,10,900,Food
340832,27,17,10,900,Food
340833,27,17,10,900,Food
340834,5,5,5,5,Food
340835,5,5,5,5,Food
340836,5,5,5,5,Food
340837,5,5,5,5,Food
340838,5,5,5,5,Food
340839,5,5,5,5,Food
340840,5,5,5,5,Food
340841,5,5,5,5,Food
340842,5,5,5,5,Food
340843,5,5,5,5,Food
340844,5,5,5,5,Food
340845,5,5,5,5,Food
340846,5,5,5,5,Food
340847,5,5,5,5,Food
340848,5,5,5,5,Food
340849,5,5,5,5,Food
340850,5,5,5,5,Food
340851,5,5,5,5,Food
340852,5,5,5,5,Food
340853,5,5,5,5,Food
340854,5,5,5,5,Food
340855,5,5,5,5,Food
340856,5,5,5,5,Food
340857,5,5,5,5,Food
340858,5,5,5,5,Food
340859,5,5,5,5,Food
340860,5,5,5,5,Food
340861,5,5,5,5,Food
340862,5,5,5,5,Food
340863,8,20,33,2000,Food
340864,8,20,33,2000,Food
340865,8,20,33,2000,Food
340866,8,25,44,4000,Food
340867,8,25,44,4000,Food
340868,11,44,60,14000,Food
340869,5,14,18,90,Food
340870,5,16,24.5,160,Food
340871,5,15,26.5,100,Food
340872,4.5,15.5,25.5,150,Food
340873,6.5,19,27,20,Food
340874,4.5,11,27,500,Food
340875,4.5,11,27,500,Food
340876,4,21,13.5,3000,Food
340877,8,24,32,5000,Food
340878,3.5,11,25,200,Food
340879,8,27,18,3300,Food
340880,18.8,3.6,12.7,100,Food
340881,18.8,3.6,12.7,100,Food
340882,18.8,3.6,12.7,100,Food
340883,18.8,3.6,12.7,100,Food
340884,18.8,3.6,12.7,100,Food
340885,19,16.5,33,150,NULL
340886,19,16.5,33,250,Food
340887,19,16.5,33,250,Food
340888,17.7,16.6,19.5,99,Food
340889,17.7,16.6,19.5,99,Food
340890,17.7,16.6,19.5,99,Food
340891,17.7,16.6,19.5,99,Food
340892,7.3,7.3,13.5,35,NULL
340893,19,16.5,33,200,Food
340894,17.7,16.6,19.5,250,Food
340895,17.7,16.6,19.5,450,Food
340896,12.1,11.1,19.5,500,Food
340897,12.1,11.1,19.5,500,Food
340898,19,16.5,33,250,Food
340899,3,5,10,750,Food
340900,10,10,10,30,Food
340901,10,10,10,100,Food
340902,10,10,10,50,Food
340903,10,10,10,50,Food
340904,10,10,10,36,Food
340905,10,10,10,100,Food
340906,10,10,10,100,Food
340907,10,10,10,50,Food
340908,12,10,12,300,Food
340909,10,10,10,100,Food
340910,7,5,20,50,Food
340911,10,10,10,100,Food
340912,10,10,10,100,Food
340913,15,10,15,100,Food
340914,10,10,10,20,Food
340915,10,10,10,100,Food
340916,10,10,10,500,Food
340917,20,20,20,100,Food
340918,44338,44232,33,300,Food
340919,10,10,10,100,Food
340920,40,20,40,1000,Food
340921,15,15,15,150,Food
340922,15,8,8,100,Food
340923,20,20,20,100,Food
340924,30,30,30,500,Food
340925,40,40,40,500,Food
340926,40,40,40,1000,Food
340927,160,126,10,500,Food
340928,40,10,40,600,Food
340929,40,40,40,100,Food
340930,40,10,10,100,Food
340931,30,20,20,100,Food
340932,20,20,20,100,Food
340933,30,10,10,200,Food
340934,30,10,30,1000,Food
340935,30,20,30,700,Food
340936,30,30,30,1000,Food
340937,50,40,60,1000,Food
340938,30,30,30,700,Food
340939,30,30,30,30,Food
340940,40,20,20,1000,Food
340941,40,20,40,1000,Food
340942,50,30,50,2500,Food
340943,40,40,40,1000,Food
340944,50,30,50,2000,Food
340945,60,60,60,1000,Food
340946,50,50,50,1000,Food
340947,60,30,60,1000,Food
340948,70,70,70,5000,Food
340949,70,40,70,2000,Food
340950,80,50,90,4000,Food
340951,60,30,60,2000,Food
340952,70,30,60,2500,Food
340953,70,70,70,2000,Food
340954,70,70,70,2500,Food
340955,70,40,70,3000,Food
340956,54,34,85,3000,Food
340957,60,60,60,2000,Food
340958,60,50,100,4000,Food
340959,70,70,70,4000,Food
340960,30,30,30,1000,Food
340961,60,50,60,5000,Food
340962,10,10,10,100,Food
340963,10,10,10,300,Food
340964,20,20,20,200,Food
340965,10,10,10,20,Food
340966,160,126,10,500,Food
340967,160,26,30,600,Food
340968,50,50,50,2000,Food
340969,50,50,50,3000,Food
340970,80,80,80,4000,Food
340971,25,5,15,80,NULL
340972,16,2,13,40,Food
340973,16,2,13,40,Food
340974,16,2,13,40,Food
340975,16,2,6,37,Food
340976,16,2,6,37,Food
340977,16,2,6,37,Food
340978,16,2,6,37,Food
340979,14,2,4,24,Food
340980,14,2,4,24,Food
340981,14,2,4,24,Food
340982,14,2,7,40,Food
340983,14,2,7,40,Food
340984,14,2,7,40,Food
340985,14,2,7,40,Food
340986,13,2,4,26,Food
340987,13,2,4,26,Food
340988,15,2,6,37,Food
340989,15,2,6,37,Food
340990,15,2,6,37,Food
340991,33,7.5,25,775,NULL
340992,9.6,2.3,5.4,110,Food
340993,17.7,4.3,5.4,150,Food
340994,17.7,4.3,5.4,150,Food
340995,17.7,4.3,5.4,150,Food
340996,16.05,5.4,5.4,150,Food
340997,20.45,6.1,5.4,500,Food
340998,11.9,4.3,5.4,120,Food
340999,22.2,5,9.7,500,Toilet
341000,27,0.6,11,72,Toilet
341001,27,26,9,9900,Food
341002,29.5,24.5,7,9900,NULL
341003,30,23.5,6.5,9900,NULL
341004,29,24.5,7,9900,NULL
341005,21,35.5,6.5,9900,NULL
341006,27,29.5,8.5,9850,NULL
341007,23,37.5,9,1300,Food
341008,21,34.5,8,9900,Food
341009,31.5,27.5,8,1380,Food
341010,30,23.5,6.5,9900,NULL
341011,22.5,29,8.5,9850,NULL
341012,35,23.5,6,9900,NULL
341013,24.5,26.5,8,9900,NULL
341014,24,32.5,8.5,9850,NULL
341015,33.5,23.5,6.5,9900,NULL
341016,29.5,26,7,9900,NULL
341017,30,23,6,9900,NULL
341018,29.5,25.5,6.5,9900,Food
341019,24,27,7.5,9900,NULL
341020,32.5,24,7,9850,NULL
341021,22,19.5,5.5,370,NULL
341022,23,19.5,5,400,NULL
341023,26,12,6,550,Food
341024,26,12,6,550,NULL
341025,20,21,5.5,370,Food
341026,20,21,5.5,370,NULL
341027,22,19.5,5.5,370,NULL
341028,22,19.5,5.5,370,NULL
341029,22,19.5,5.5,410,Food
341030,12,21,5,370,NULL
341031,22,19.5,5.5,410,NULL
341032,15.5,21,6.5,490,NULL
341033,29.5,24.5,7,9900,NULL
341034,22,19.5,5.5,410,NULL
341035,25,25.5,7.5,9850,Food
341036,7,7,30,750,NULL
341037,17.8,4.5,4.5,130,Food
341038,30.5,5,16,3,NULL
341039,20,10.8,12.6,14,Food
341040,15,10,13.5,14,NULL
341041,30.5,5,16,3,NULL
341042,6,12.5,6.2,22,NULL
341043,30.5,5,16,3,NULL
341044,10.5,10,8,5,NULL
341045,23.2,5.5,9.2,680,Food
341046,7,16,7.7,10,Food
341047,22,8,8,1000,Food
341048,12.3,12.3,6.2,44,NULL
341049,19.5,6.5,6.5,500,Food
341050,8.5,16.5,8,10,Food
341051,8.1,6.5,6.5,100,Food
341052,8.5,8.5,11,8,NULL
341053,4.6,3.6,17.5,113,Food
341054,11.4,10.4,10.4,360,Food
341055,19,11,30,30,Food
341056,11.2,10,10,360,Food
341057,19,11,30,30,Food
341058,24,2.5,7,2,Food
341059,21.5,7,4.7,300,Food
341060,11,10,10,270,NULL
341061,11,10,10,270,Food
341062,12,4.5,16,25,Food
341063,9.6,25,5,100,Food
341064,7.8,22.8,3.9,50,Food
341065,14,21.5,13.5,10,Food
341066,12.4,19.5,12.5,8,NULL
341067,23.5,11,43,40,Food
341068,39.5,14.2,21.6,40,Food
341069,10,25,5.5,42,NULL
341070,4.8,5.6,5.6,71,Food
341071,21,12,21.5,10,Food
341072,13.5,5,9,680,Food
341073,13.5,5.3,5.3,150,Food
341074,27,5,10,750,Food
341075,12,2,7,50,Food
341076,27,5,10,750,Food
341077,12,2,7,50,Food
341078,24,5,7.5,650,Food
341079,18.5,4.5,4.5,150,Food
341080,17.5,4.6,4.6,150,Food
341081,19,20.9,10.1,14,NULL
341082,17.5,4.6,4.6,150,Food
341083,6,10,19.3,70,NULL
341084,19.4,22.8,10.6,14,Food
341085,9.2,9.8,9.8,450,NULL
341086,10.5,5,5,175,Food
341087,13.5,5.7,5.7,237,Food
341088,16.2,3.6,8.2,110,Food
341089,16.2,3.6,8.2,110,Food
341090,16.2,3.6,8.2,110,Food
341091,16.2,3.6,8.2,110,Food
341092,15,4.8,8.5,250,NULL
341093,15,4.8,8.5,250,NULL
341094,9.1,6.5,24.5,80,Food
341095,18,3.5,6.7,250,NULL
341096,6,9.5,3,80,NULL
341097,6,9.5,3,80,NULL
341098,5,3.8,8.5,80,NULL
341099,22,12.5,23,3,Food
341100,22,12.5,23,3,Food
341101,8,8.5,20,100,Food
341102,19,11,30,30,Food
341103,19,11,30,30,Food
341104,21.5,10,16.5,15,Food
341105,21.5,10,16.5,15,Food
341106,18,6.5,3.6,250,NULL
341107,18,6.5,3.6,250,NULL
341108,15.4,4.7,8.3,250,NULL
341109,19.3,3.5,6,200,NULL
341110,15.5,1.5,7.5,10,NULL
341111,19.3,3.5,6,200,NULL
341112,10.5,8.5,24.5,80,Food
341113,15.8,9.6,18.6,80,Food
341114,6.4,21,9.5,80,NULL
341115,6.5,9.1,24.5,80,NULL
341116,6.5,4,11,150,Food
341117,19.5,10,27,30,Food
341118,23,10,30,30,Food
341119,19.5,10,27,30,Food
341120,17.5,4.2,7,275,Food
341121,6,3,8,75,Food
341122,21.5,22.8,9.9,14,NULL
341123,20.1,18.7,12.6,14,Food
341124,7.5,15,7,10,NULL
341125,19,7,13,14,NULL
341126,6.8,6,13.5,22,NULL
341127,9.7,25,3.5,70,Food
341128,16,9,20,200,NULL
341129,3,5.9,9.3,75,Food
341130,6,8.6,3.2,75,Food
341131,17.5,4.2,7,275,Food
341132,12,12,12,1,Food
341133,9,20,8,1,Food
341134,49,25,13,4000,Food
341135,3,18,9,1,Food
341136,57,22,33,7900,Food
341137,5,1.5,5,1,Food
341138,4,11,8.5,165,Food
341139,70,21,40,9500,Food
341140,5,1.5,5,1,Food
341141,70,14,35,7400,Food
341142,4,11,8.5,165,Food
341143,24,7.5,17,340,Food
341144,72,17,44,15000,Food
341145,4.5,15,15,1,Food
341146,39,11,22,2000,Food
341147,80,17,44,20000,Food
341148,4.5,15,15,1,Food
341149,5,20,8,1,Food
341150,80,14,40,13000,Food
341151,4.5,15,15,1,Food
341152,11,33,19,6000,Food
341153,55,0.5,55,7,Food
341154,4.5,15,15,1,Food
341155,2,21,4,1,Food
341156,4,11,8.5,165,Food
341157,39,11,22,2000,Food
341158,4,9,4.5,1,Food
341159,3,20,12,1,Food
341160,4,11,8.5,157,Food
341161,27,9,22,500,Food
341162,5,17,9,60,Food
341163,4,20,11,1,Food
341164,6,6,6,1,Food
341165,9,9,9,1,Food
341166,7.5,7.5,7.5,1,Food
341167,3,18,9,1,Food
341168,4,9,4.5,1,Food
341169,6,21,7,1,Food
341170,10,8,7.5,370,Food
341171,19,5,7,350,Food
341172,10,8,7.5,385,Food
341173,18,7,7,350,Food
341174,10,8,7.5,385,Food
341175,2,14,6,1,Food
341176,10,8,7.5,385,Food
341177,39,11,22,2000,Food
341178,10,8,7.5,385,Food
341179,3,17,12,1,Food
341180,10,8,7.5,385,Food
341181,10,8,7.5,385,Food
341182,23,5.5,7,430,Food
341183,10,8,7.5,385,Food
341184,24,10,11,1100,Food
341185,19,4,5,250,Food
341186,24,10,11,1100,Food
341187,19,4,5,250,Food
341188,6,25,9,1,Food
341189,19,4,5,250,Food
341190,39,11,22,2000,Food
341191,19,4,5,250,Food
341192,39,11,22,2000,Food
341193,10,8,7.5,370,Food
341194,4,13,9,1,Food
341195,10,8,7.5,370,Food
341196,39,11,22,2000,Food
341197,10,8,7.5,368,Food
341198,32,10,20,1100,Food
341199,10,8,7.5,368,Food
341200,32,10,20,1100,Food
341201,10,8,7.5,368,Food
341202,32,10,20,1100,Food
341203,17,4,4,125,Food
341204,39,11,22,2000,Food
341205,17,3,9,20,Food
341206,32,10,20,1100,Food
341207,10,8,7.5,370,Food
341208,32,10,20,1100,Food
341209,10,8,7.5,370,Food
341210,32,10,20,1100,Food
341211,10,8,7.5,370,Food
341212,3,30,17,2200,Food
341213,10,8,7.5,377,Food
341214,40,10,19,1500,Food
341215,19,4,5,250,Food
341216,40,10,19,1500,Food
341217,19,4,5,250,Food
341218,12,9,8,1,Food
341219,6,18,18,1,Food
341220,5,2.5,120,1,Food
341221,6,18,18,1,Food
341222,5,2.5,120,1,Food
341223,6,18,18,1,Food
341224,5,2.5,120,1,Food
341225,6,18,18,1,Food
341226,5,2.5,120,1,Food
341227,18.5,3,7,250,Food
341228,5,2.5,120,1,Food
341229,17,4,4,125,Food
341230,5,2.5,120,1,Food
341231,9,11,8,1,Food
341232,5,2.5,120,1,Food
341233,17,4,4,125,Food
341234,5,2.5,120,1,Food
341235,27,4,12,1,Food
341236,5,2.5,120,1,Food
341237,9,9,9,1,Food
341238,18,3.5,4,90,Food
341239,5,3,50,1,Food
341240,22,8,7,350,Food
341241,5,3,50,1,Food
341242,7,9,7.5,90,Food
341243,5,3,50,1,Food
341244,7,9,7.5,90,Food
341245,24,10,11,1100,Food
341246,9,27,27,1,Food
341247,18,6,5.5,4800,Food
341248,9,27,27,1,Food
341249,7,37,23,4530,Food
341250,9,27,27,1,Food
341251,27,8,13,4800,Food
341252,9,27,27,1,Food
341253,41,10,20,2000,Food
341254,9,27,27,1,Food
341255,47,12,32,5000,Food
341256,17,4,4,125,Food
341257,15.5,10,10,1,Food
341258,35,11,20,1500,Food
341259,8,4,10.5,100,Food
341260,41,15,25,2700,Food
341261,7,3,7,40,Food
341262,40,11,29,3000,Food
341263,10,4,8,100,Food
341264,47,11,21,2700,Food
341265,7,30,21,5500,Food
341266,47,11,21,2700,Food
341267,17,4,7,250,Food
341268,23,5,15,227,Food
341269,5,15,11,1,Food
341270,55,0.5,55,50,Food
341271,23,5,15,227,Food
341272,48,11,25,2700,Food
341273,23,5,15,200,Food
341274,27,3,12,500,Food
341275,40,13,23,3000,Food
341276,27,3,12,500,Food
341277,45,12,23,3500,Food
341278,27,3,12,500,Food
341279,40,11,29,3500,Food
341280,2,12,6,1,Food
341281,17,18,18,1,Food
341282,27,4,12,90,Food
341283,49,15,25,4000,Food
341284,18,7,4,240,Food
341285,40,11,29,3500,Food
341286,7,18,7,1,Food
341287,50,20,25,3500,Food
341288,5,1.5,5,1,Food
341289,49,25,13,3500,Food
341290,5.9,27,20,500,Food
341291,50,20,25,3500,Food
341292,7,7,7,1,Food
341293,7,39,14,1000,Food
341294,49,25,13,3500,Food
341295,7,39,14,1000,Food
341296,19,21,21,1,Food
341297,55,0.5,55,14,Food
341298,9,20,8,1,Food
341299,5,2.5,120,1,Food
341300,7.5,7.5,7.5,260,Food
341301,12,11.5,11.5,1010,Food
341302,7.5,7.5,7.5,240,Food
341303,25,8,8,995.2,Food
341304,25,8,8,995.2,Food
341305,25,8,8,995.2,Food
341306,25,8,8,995.2,Food
341307,15.5,3.5,3.5,89,Food
341308,23.5,7.5,7.5,315,Food
341309,14,35,35,77.9,Food
341310,14,35,35,77.9,Food
341311,14,35,35,77.9,Food
341312,14,35,35,77.9,Food
341313,14,35,35,77.9,Food
341314,14,35,35,77.9,Food
341315,15,4.2,4.2,123.2,Food
341316,15,4.2,4.2,123.2,Food
341317,9.6,3.4,12,100,Food
341318,9.6,3.4,12,100,Food
341319,9.6,3.4,12,100,Food
341320,9.6,3.4,12,100,Food
341321,9.6,3.4,12,100,Food
341322,9.6,3.4,12,125,Food
341323,9.6,3.4,12,125,Food
341324,9.6,3.4,12,125,Food
341325,9.6,3.4,12,80,Food
341326,9.6,3.4,12,100,Food
341327,9.6,3.4,12,100,Food
341328,9.6,3.4,12,120,Food
341329,9.6,3.4,12,120,Food
341330,9.6,3.4,12,120,Food
341331,9.6,3.4,12,60,Food
341332,9.6,3.4,12,168,Food
341333,9.6,3.4,12,300,Food
341334,9,6,5,238,Food
341335,14,8,28,120,Food
341336,14,8,28,150,Food
341337,12,5,16,140,Food
341338,9,6,6,340,Food
341339,12,5,16,100,Food
341340,20.5,6,6,360,Food
341341,12,5,16,101,Food
341342,13,5,5,250,Food
341343,12,5,16,100,Food
341344,13,5,5,250,Food
341345,12,5,16,102,Food
341346,28.5,8,8,900,Food
341347,13,5,5,250,Food
341348,27.5,7,7,1.025,Food
341349,13,5,5,250,Food
341350,22.5,6.5,6.5,320,Food
341351,20.5,6,6,500,Food
341352,18.5,5,5,220,Food
341353,20.5,6,6,500,Food
341354,5,5,5,220,Food
341355,16,6,6,320,Food
341356,18.5,4.5,4.5,160,Food
341357,16,6,6,320,Food
341358,26.5,5.5,7.5,900,Food
341359,16,6,6,320,Food
341360,35,3,23,500,Food
341361,3.5,8,8,90,Food
341362,22,2,11,80,Food
341363,16,5.5,26,240,Food
341364,24,2,8.5,400,Food
341365,19.5,4,26.5,288,Food
341366,26,2.5,13,900,Food
341367,24,0.6,6.5,100,Food
341368,19.5,4,26.5,288,Food
341369,18.5,3.5,27.5,192,Food
341370,30,4,19,3,Food
341371,26,2.5,13,900,Food
341372,16,5.5,25,372,Food
341373,23,3,14,500,Food
341374,6,4.5,21.5,70,Food
341375,23,4.5,14.5,300,Food
341376,16,2.5,9,40,Food
341377,33,4,22,4,Food
341378,16,2.5,9,40,Food
341379,24,8,5,1,Food
341380,5,5,14,121,Food
341381,24,8,5,1,Food
341382,16,4,23,178,Food
341383,24.5,7,10,1,Food
341384,28,10,18,2.5,Food
341385,12.5,4,16.5,89,Food
341386,19.5,5,5,310,Food
341387,12.5,5,24,179,Food
341388,19.5,5,5,310,Food
341389,12.5,5,24,192,Food
341390,19.5,5,5,310,Food
341391,12.5,5,24,192,Food
341392,19.5,5,5,310,Food
341393,7,4,24,84,Food
341394,26,3.5,7.5,700,Food
341395,7,4,17,50,Food
341396,16.5,6.5,6.5,330,Food
341397,5.5,13.5,13.5,520,Food
341398,21,6,6,350,Food
341399,20,5.5,23.5,336,Food
341400,18,7.5,7.5,840,Food
341401,20,5.5,23.5,336,Food
341402,16.5,6,6,490,Food
341403,20,5.5,23.5,336,Food
341404,25,10,33,64,Food
341405,11,5.5,23.5,168,Food
341406,29,3,21,1,Food
341407,11,5.5,23.5,192,Food
341408,29,3,21,500,Food
341409,11,5.5,23.5,192,Food
341410,29,3,21,500,Food
341411,34,5.5,34,30,Food
341412,40,8,30,1,Food
341413,10,11.5,17,1,Food
341414,4,13.5,13.5,210,Food
341415,13,15.5,21.5,3,Food
341416,5,13.5,13.5,300,Food
341417,17,4,6,290,Food
341418,13,9,33,40,Food
341419,4,8,12.5,170,Food
341420,8.5,14,14,120,Food
341421,10,11.5,17,1,Food
341422,10,13.5,26,1260,Food
341423,7,8.5,12.5,500,Food
341424,22,5.5,14,500,Food
341425,7,8.5,12.5,500,Food
341426,22,5.5,14,500,Food
341427,4,8.5,8.5,150,Food
341428,22,5.5,14,500,Food
341429,4,8.5,8.5,150,Food
341430,4,8.5,8.5,150,Food
341431,22,5.5,14,500,Food
341432,4,8.5,8.5,150,Food
341433,22,5.5,14,500,Food
341434,22.5,3,16,110,Food
341435,22,5.5,14,500,Food
341436,22.5,3,16.5,110,Food
341437,12,5,16,125,Food
341438,21,7,14,2.27,Food
341439,12,5,16,120,Food
341440,22,6,6,482,Food
341441,12,5,16,127,Food
341442,30,10,17,600,Food
341443,12,5,16,120,Food
341444,30,10,17,600,Food
341445,12,5,16,120,Food
341446,21,7,14,2.27,Food
341447,12,5,16,120,Food
341448,10,2.5,19.5,220,Food
341449,12,5,16,130,Food
341450,10,2.5,19.5,220,Food
341451,9,3,3,15,Food
341452,15,14,19,675,Food
341453,20,5,5,275,Food
341454,9,14,14,105,Food
341455,29,6.5,6.5,682,Food
341456,10.5,10,10,70,Food
341457,12,5,16,130,Food
341458,9,14,14,105,Food
341459,12,5,16,140,Food
341460,15,14,19,700,Food
341461,9,14,14,105,Food
341462,12,5,16,140,Food
341463,12,5,16,145,Food
341464,12,5,16,120,Food
341465,9,14,14,115,Food
341466,10.5,10,10,65,Food
341467,20.5,6,6,360,Food
341468,16,2.5,9,40,Food
341469,26,0.5,19,20,Food
341470,7,4,17,50,Food
341471,21.5,8.5,32,30,Food
341472,4,13.5,13.5,210,Food
341473,4,13.5,13.5,210,Food
341474,7,8.5,12.5,500,Food
341475,4,8.5,8.5,150,Food
341476,9,14,14,114,Food
341477,17.5,5.5,5.5,255,Food
341478,20,5.5,5.5,296,Food
341479,13,3.5,24,1,Food
341480,20,5,5,275,Food
341481,20.5,92,11,150,Food
341482,21.005,9.194,1.295,150,Food
341483,6.5,9.5,9.5,72,Food
341484,21,14.5,8.8,340,Food
341485,21,14.5,8.8,326,Food
341486,21,14.5,8.8,340,Food
341487,2.6,0.8,13,17,Food
341488,8.8,1.1,19.8,100,Food
341489,45,9.2,18.8,190,Food
341490,45,9.2,18.8,190,Food
341491,19.8,0.8,7.5,90,Food
341492,17.3,13.4,5,120,Food
341493,17.3,13.4,5,120,Food
341494,17.8,4,14.5,198,Food
341495,19.8,0.8,7.5,90,Food
341496,4.4,0.7,13.7,38,Food
341497,19.8,0.8,7.5,90,Food
341498,4.4,0.7,13.7,43,Food
341499,24.3,1.5,15.9,41,Food
341500,8.8,1.1,19.8,100,Food
341501,44,8.6,19.1,258.4,Food
341502,22,22,4.2,2,Food
341503,10.54,10.033,7.797,200,Food
341504,3.8,19.2,21,13,Food
341505,5,32.5,20.5,30,Food
341506,8.8,1.1,19.8,100,Food
341507,22.5,27.3,35.3,150,Food
341508,22.5,27.3,35.3,150,Food
341509,24.9,19,25.4,300,Food
341510,26.7,20.7,22.9,1000,Food
341511,14.1,16,24,0.02,Food
341512,14.8,15.1,20.7,150,Food
341513,25.7,14.5,27.5,0.01,Food
341514,14.8,15.1,20.7,150,Food
341515,13.9,13.9,20.4,54,Food
341516,16.7,17.8,32.9,60,Food
341517,16.7,17.8,32.9,60,Food
341518,13.7,13.6,21.6,60,Food
341519,22.2,14.6,19.7,185,Food
341520,18.8,15.1,20.1,113,Food
341521,22.3,17.1,22.5,300,Food
341522,18.7,16.7,22.3,91,Food
341523,12,12.5,19.7,45,Food
341524,14.8,11,23.8,0.02,Food
341525,19.8,15.1,20.1,91,Food
341526,14.8,15.5,23.8,0.03,Food
341527,12,12.5,19.7,45,Food
341528,14.8,15.5,23.8,0.03,Food
341529,14.8,15.5,23.8,0.03,Food
341530,13.5,9.8,23.8,0.05,Food
341531,23.4,21.1,31.1,500,Food
